SecFrom20170901	location	place	none
882633	0	0	27
882632	0	1	20
882631	0	1	30
882630	0	2	33
882629	0	1	28
882628	0	0	24
882627	0	0	30
882626	0	1	23
882625	0	1	28
882624	0	0	25
882623	0	1	29
882622	0	0	29
882621	0	1	32
882620	0	0	28
882619	0	0	37
882618	0	0	22
882617	0	2	25
882616	1	0	21
882615	0	0	33
882614	0	0	25
882613	0	2	32
882612	0	1	25
882611	0	0	45
882610	0	2	26
882609	0	2	34
882608	0	0	26
882607	0	2	35
882606	0	2	28
882605	1	0	32
882604	1	0	46
882603	1	1	33
882602	0	1	35
882601	0	0	17
882600	0	0	28
882599	0	1	25
882598	1	0	30
882597	0	0	23
882596	0	1	32
882595	0	0	31
882594	0	0	26
882593	1	1	26
882592	0	2	19
882591	1	2	35
882590	0	0	26
882589	0	1	26
882588	0	0	24
882587	0	1	24
882586	0	1	24
882585	0	0	29
882584	0	0	33
882583	0	1	33
882582	0	3	34
882581	0	1	22
882580	1	0	32
882579	0	0	33
882578	0	1	25
882577	0	1	25
882576	0	0	19
882575	0	0	24
882574	0	0	29
882573	1	1	34
882572	0	1	27
882571	0	1	25
882570	0	1	29
882569	0	0	32
882568	0	2	30
882567	1	0	30
882566	1	0	25
882565	0	1	27
882564	0	0	22
882563	0	0	27
882562	0	1	20
882561	0	0	12
882560	0	2	31
882559	0	1	27
882558	0	0	28
882557	0	0	31
882556	0	1	21
882555	0	1	29
882554	0	1	32
882553	0	0	31
882552	0	1	23
882551	0	1	22
882550	0	2	28
882549	0	0	28
882548	0	0	24
882547	0	0	34
882546	0	0	22
882545	0	0	22
882544	0	1	28
882543	0	0	35
882542	0	0	29
882541	0	0	23
882540	1	0	28
882539	0	1	32
882538	0	3	30
882537	0	0	36
882536	0	2	29
882535	0	0	29
882534	0	0	23
882533	0	0	26
882532	0	0	23
882531	0	0	29
882530	0	2	34
882529	0	2	26
882528	1	0	24
882527	0	1	29
882526	0	0	29
882525	0	0	26
882524	1	1	29
882523	0	0	24
882522	0	1	23
882521	0	1	28
882520	0	0	41
882519	0	1	18
882518	0	0	27
882517	0	1	12
882516	1	1	28
882515	0	0	31
882514	0	3	33
882513	0	1	33
882512	0	0	27
882511	0	1	27
882510	0	1	30
882509	0	1	26
882508	0	0	26
882507	0	2	25
882506	0	1	17
882505	0	1	30
882504	0	1	27
882503	0	1	22
882502	0	0	28
882501	1	1	23
882500	0	0	21
882499	0	1	21
882498	0	2	27
882497	0	1	23
882496	0	0	32
882495	0	2	23
882494	0	1	23
882493	0	1	23
882492	0	0	26
882491	0	0	38
882490	0	1	23
882489	0	1	27
882488	0	2	27
882487	0	0	29
882486	0	0	29
882485	2	1	32
882484	0	1	36
882483	0	0	38
882482	0	0	31
882481	0	2	30
882480	0	0	21
882479	0	0	36
882478	0	1	26
882477	0	2	27
882476	0	1	24
882475	0	0	26
882474	0	0	23
882473	0	1	21
882472	0	0	38
882471	1	0	31
882470	0	0	28
882469	0	0	26
882468	0	1	27
882467	0	0	29
882466	0	0	23
882465	1	0	24
882464	2	1	26
882463	0	0	26
882462	1	3	23
882461	0	1	36
882460	0	0	27
882459	0	0	26
882458	0	0	28
882457	0	2	28
882456	0	0	25
882455	0	0	23
882454	0	0	29
882453	0	1	21
882452	0	1	25
882451	0	0	27
882450	0	0	30
882449	0	2	32
882448	0	0	26
882447	0	3	20
882446	0	2	28
882445	0	2	27
882444	0	1	26
882443	0	0	26
882442	0	1	23
882441	0	0	18
882440	0	0	36
882439	0	0	29
882438	0	1	34
882437	0	0	32
882436	0	1	24
882435	0	1	22
882434	0	0	22
882433	0	1	30
882432	0	0	24
882431	0	1	24
882430	0	1	33
882429	0	1	31
882428	0	1	30
882427	0	0	33
882426	0	1	34
882425	0	0	34
882424	0	0	29
882423	0	2	25
882422	0	0	39
882421	0	0	29
882420	0	0	34
882419	0	1	24
882418	0	1	28
882417	0	0	28
882416	0	0	21
882415	0	1	34
882414	0	3	17
882413	0	1	30
882412	0	0	24
882411	0	1	17
882410	0	0	31
882409	0	0	25
882408	0	0	24
882407	0	0	26
882406	0	0	33
882405	1	1	25
882404	0	0	27
882403	0	2	32
882402	0	1	29
882401	0	0	34
882400	0	1	26
882399	0	0	24
882398	0	0	22
882397	0	1	31
882396	0	0	29
882395	1	0	21
882394	0	0	24
882393	0	0	25
882392	0	0	37
882391	0	1	20
882390	0	1	26
882389	0	1	30
882388	0	1	20
882387	0	1	33
882386	0	0	26
882385	0	0	35
882384	0	0	20
882383	0	1	30
882382	0	0	31
882381	0	1	33
882380	0	2	31
882379	1	0	30
882378	0	0	30
882377	0	1	17
882376	0	0	40
882375	0	1	29
882374	0	2	37
882373	0	1	34
882372	0	0	29
882371	0	0	28
882370	0	1	25
882369	0	0	19
882368	0	1	32
882367	0	1	21
882366	0	1	30
882365	0	0	26
882364	1	2	22
882363	0	4	22
882362	0	0	27
882361	0	1	20
882360	0	2	35
882359	0	0	28
882358	0	0	25
882357	0	0	21
882356	0	2	27
882355	0	1	29
882354	0	1	31
882353	0	0	37
882352	1	0	27
882351	0	1	23
882350	0	1	27
882349	0	1	32
882348	0	0	28
882347	0	0	26
882346	0	0	18
882345	0	0	34
882344	0	1	26
882343	0	0	37
882342	0	0	21
882341	0	1	32
882340	0	1	27
882339	1	1	27
882338	1	0	19
882337	0	0	20
882336	0	2	38
882335	0	2	30
882334	0	3	27
882333	0	0	28
882332	0	1	31
882331	0	0	36
882330	0	1	19
882329	0	0	30
882328	0	2	21
882327	0	0	25
882326	1	1	26
882325	0	0	17
882324	0	0	28
882323	0	0	16
882322	0	1	22
882321	0	2	30
882320	0	1	22
882319	0	2	15
882318	0	1	23
882317	0	0	33
882316	1	0	25
882315	1	4	29
882314	0	0	29
882313	0	1	28
882312	0	0	18
882311	0	2	28
882310	0	1	32
882309	0	1	35
882308	0	0	31
882307	0	1	23
882306	0	0	29
882305	0	5	34
882304	1	2	34
882303	1	1	40
882302	0	0	20
882301	0	1	33
882300	0	0	29
882299	0	0	22
882298	0	1	28
882297	0	1	31
882296	0	1	29
882295	0	0	21
882294	0	0	28
882293	0	0	30
882292	1	0	23
882291	0	0	27
882290	0	3	29
882289	0	0	33
882288	0	1	23
882287	0	0	26
882286	0	1	32
882285	0	0	29
882284	0	1	27
882283	0	1	27
882282	0	0	32
882281	0	0	24
882280	0	1	30
882279	0	1	18
882278	0	2	31
882277	0	1	19
882276	0	2	22
882275	0	1	21
882274	0	0	28
882273	0	0	35
882272	0	0	27
882271	0	2	25
882270	0	0	25
882269	1	0	31
882268	0	1	33
882267	0	0	27
882266	0	0	22
882265	0	0	33
882264	0	0	36
882263	0	0	20
882262	0	0	23
882261	0	0	28
882260	0	1	26
882259	0	1	26
882258	0	0	25
882257	0	0	24
882256	0	2	17
882255	0	0	19
882254	0	2	29
882253	0	2	38
882252	0	0	29
882251	0	0	25
882250	0	1	25
882249	0	0	19
882248	0	0	28
882247	0	1	23
882246	1	2	27
882245	0	0	27
882244	0	0	21
882243	0	0	28
882242	0	0	35
882241	0	0	28
882240	0	1	29
882239	0	1	22
882238	0	0	17
882237	0	0	22
882236	1	0	23
882235	0	0	25
882234	0	0	21
882233	0	2	36
882232	0	2	26
882231	0	1	23
882230	0	3	27
882229	0	0	28
882228	0	1	22
882227	0	0	23
882226	0	0	29
882225	0	0	28
882224	0	0	28
882223	0	0	23
882222	0	2	20
882221	0	0	24
882220	0	1	27
882219	0	1	34
882218	0	0	24
882217	0	1	17
882216	0	2	28
882215	0	1	24
882214	0	1	30
882213	0	0	31
882212	0	0	19
882211	0	1	24
882210	0	2	31
882209	0	1	31
882208	0	0	28
882207	0	0	26
882206	0	0	31
882205	0	0	22
882204	0	1	23
882203	0	1	32
882202	0	1	26
882201	1	2	32
882200	1	1	32
882199	0	0	36
882198	0	1	31
882197	0	0	28
882196	0	1	32
882195	0	1	18
882194	0	0	29
882193	0	1	33
882192	0	1	26
882191	0	0	36
882190	0	1	25
882189	0	0	40
882188	0	1	22
882187	0	1	39
882186	0	1	30
882185	1	1	40
882184	0	0	38
882183	0	0	27
882182	0	1	35
882181	0	0	27
882180	0	0	28
882179	1	1	29
882178	0	0	29
882177	0	0	34
882176	0	1	23
882175	1	1	37
882174	0	2	29
882173	0	0	33
882172	0	1	28
882171	0	0	67
882170	0	0	34
882169	0	0	27
882168	0	1	24
882167	0	0	27
882166	0	0	29
882165	0	1	32
882164	0	1	31
882163	0	1	21
882162	0	1	26
882161	0	0	28
882160	1	2	15
882159	0	1	24
882158	0	0	24
882157	0	0	32
882156	0	0	37
882155	0	0	31
882154	1	1	22
882153	0	0	36
882152	1	0	28
882151	0	3	33
882150	0	0	33
882149	0	2	30
882148	0	1	36
882147	0	0	24
882146	0	0	33
882145	0	0	31
882144	0	0	25
882143	1	0	25
882142	0	2	27
882141	0	0	28
882140	0	2	30
882139	0	0	30
882138	0	1	35
882137	1	1	28
882136	0	1	38
882135	0	1	30
882134	0	1	31
882133	0	2	24
882132	0	0	33
882131	0	2	33
882130	0	0	35
882129	0	1	34
882128	0	2	22
882127	0	0	34
882126	0	0	34
882125	0	0	25
882124	1	0	27
882123	0	0	36
882122	0	0	31
882121	1	1	27
882120	0	0	28
882119	0	0	21
882118	0	0	23
882117	0	0	25
882116	0	1	31
882115	0	1	33
882114	0	0	28
882113	0	0	23
882112	0	0	29
882111	0	1	26
882110	0	0	25
882109	0	0	27
882108	0	1	29
882107	0	1	28
882106	0	0	32
882105	0	0	23
882104	0	1	23
882103	0	0	28
882102	0	0	37
882101	0	0	31
882100	0	2	31
882099	0	0	25
882098	0	1	34
882097	0	1	28
882096	0	0	35
882095	0	0	24
882094	0	0	26
882093	0	1	29
882092	0	0	23
882091	0	0	25
882090	0	3	35
882089	0	0	35
882088	0	0	26
882087	0	1	29
882086	0	1	30
882085	0	1	30
882084	0	0	33
882083	0	5	32
882082	0	2	33
882081	0	1	32
882080	0	0	30
882079	0	1	31
882078	0	1	28
882077	0	0	32
882076	1	0	33
882075	0	0	20
882074	0	0	26
882073	0	0	27
882072	0	0	25
882071	0	0	34
882070	0	1	29
882069	1	1	22
882068	0	1	29
882067	0	0	23
882066	0	1	36
882065	0	3	36
882064	0	2	34
882063	0	0	33
882062	0	2	34
882061	0	0	35
882060	0	0	31
882059	0	2	32
882058	1	0	39
882057	1	1	34
882056	0	1	36
882055	0	1	39
882054	0	0	38
882053	0	1	36
882052	0	3	31
882051	0	0	30
882050	0	0	42
882049	0	3	35
882048	0	2	33
882047	0	0	35
882046	0	0	34
882045	0	0	27
882044	1	0	28
882043	1	0	36
882042	0	0	34
882041	1	0	32
882040	0	0	33
882039	0	0	32
882038	0	0	30
882037	0	0	32
882036	0	1	32
882035	1	0	33
882034	0	0	31
882033	0	0	22
882032	0	0	36
882031	1	0	32
882030	0	2	44
882029	1	0	36
882028	0	0	43
882027	1	0	34
882026	0	2	33
882025	0	2	37
882024	0	1	26
882023	0	2	36
882022	1	1	36
882021	0	0	41
882020	0	0	35
882019	1	3	31
882018	0	1	39
882017	1	1	40
882016	0	1	24
882015	0	0	34
882014	0	1	40
882013	0	1	42
882012	0	2	39
882011	0	1	38
882010	0	2	35
882009	0	2	26
882008	0	2	45
882007	0	3	51
882006	0	2	42
882005	0	4	38
882004	1	4	46
882003	1	2	49
882002	1	2	68
882001	1	1	61
882000	0	1	41
881999	1	1	27
881998	0	1	19
881997	0	1	15
881996	0	1	18
881995	0	0	26
881994	0	0	23
881993	0	0	30
881992	0	1	32
881991	0	1	21
881990	0	1	25
881989	0	0	29
881988	0	0	24
881987	0	1	31
881986	0	1	31
881985	0	2	59
881984	0	0	31
881983	0	0	22
881982	0	0	24
881981	0	1	34
881980	0	0	13
881979	0	0	14
881978	0	1	17
881977	0	0	35
881976	0	1	14
881975	0	1	24
881974	0	2	23
881973	0	0	24
881972	0	0	17
881971	0	1	27
881970	0	0	22
881969	0	0	33
881968	1	2	29
881967	0	1	21
881966	0	0	25
881965	0	1	24
881964	0	0	25
881963	0	2	21
881962	0	0	25
881961	0	0	25
881960	0	1	19
881959	0	0	22
881958	0	0	35
881957	0	0	29
881956	0	1	37
881955	0	1	26
881954	0	0	26
881953	0	0	35
881952	0	0	28
881951	0	0	21
881950	0	1	19
881949	0	0	28
881948	0	1	22
881947	0	0	28
881946	0	0	27
881945	0	2	24
881944	0	0	28
881943	1	1	23
881942	0	1	18
881941	0	1	33
881940	0	0	28
881939	0	0	23
881938	0	3	22
881937	0	1	23
881936	1	0	24
881935	0	0	26
881934	0	2	23
881933	0	2	17
881932	0	0	19
881931	0	0	29
881930	0	0	22
881929	0	1	17
881928	0	0	16
881927	0	0	25
881926	0	1	30
881925	0	1	17
881924	0	0	15
881923	1	1	27
881922	0	0	24
881921	0	1	16
881920	0	0	13
881919	0	1	27
881918	0	1	18
881917	0	0	26
881916	0	1	18
881915	0	1	25
881914	0	1	19
881913	0	0	21
881912	0	1	22
881911	0	2	31
881910	0	0	30
881909	0	1	21
881908	0	1	26
881907	0	1	29
881906	0	1	24
881905	0	2	17
881904	0	1	22
881903	0	0	27
881902	1	1	24
881901	1	0	30
881900	0	0	18
881899	0	0	23
881898	0	0	25
881897	0	0	25
881896	0	0	27
881895	0	0	19
881894	0	0	12
881893	0	1	27
881892	0	1	20
881891	0	0	25
881890	0	1	34
881889	0	1	23
881888	0	0	26
881887	0	0	28
881886	0	0	18
881885	0	1	21
881884	1	0	24
881883	0	2	41
881882	0	1	33
881881	0	3	22
881880	0	0	23
881879	0	0	23
881878	0	1	22
881877	0	0	27
881876	0	0	26
881875	0	0	23
881874	0	0	22
881873	0	0	30
881872	0	0	21
881871	0	0	18
881870	0	1	23
881869	0	0	26
881868	0	0	26
881867	0	2	13
881866	0	1	22
881865	0	0	19
881864	0	1	31
881863	0	0	27
881862	0	0	21
881861	0	0	13
881860	0	0	24
881859	0	1	26
881858	1	0	20
881857	0	1	20
881856	0	1	21
881855	0	0	27
881854	0	0	19
881853	0	0	19
881852	0	1	23
881851	0	1	16
881850	0	0	23
881849	0	1	23
881848	2	1	20
881847	0	2	32
881846	0	1	28
881845	0	3	25
881844	0	0	32
881843	0	0	27
881842	0	1	23
881841	0	0	21
881840	0	1	17
881839	0	1	29
881838	0	0	23
881837	0	0	21
881836	0	0	17
881835	0	0	24
881834	0	1	21
881833	0	0	30
881832	0	1	29
881831	1	1	27
881830	0	1	25
881829	0	1	25
881828	0	0	32
881827	0	1	22
881826	0	2	29
881825	1	0	19
881824	0	0	29
881823	0	1	24
881822	0	1	16
881821	0	2	27
881820	0	1	28
881819	0	1	18
881818	0	0	14
881817	0	1	24
881816	0	1	30
881815	0	0	22
881814	0	1	25
881813	0	0	24
881812	0	1	21
881811	0	3	18
881810	0	0	22
881809	0	0	16
881808	0	2	31
881807	0	1	28
881806	0	0	20
881805	0	0	31
881804	0	1	22
881803	0	1	28
881802	0	0	25
881801	0	0	24
881800	0	0	20
881799	0	0	28
881798	0	1	24
881797	0	1	23
881796	0	3	25
881795	0	1	22
881794	1	2	14
881793	0	1	21
881792	0	0	23
881791	0	0	24
881790	0	0	30
881789	0	3	27
881788	0	1	22
881787	0	1	32
881786	0	0	20
881785	0	0	24
881784	0	0	27
881783	0	1	25
881782	0	0	18
881781	0	1	15
881780	0	0	16
881779	0	0	25
881778	0	0	27
881777	0	0	29
881776	0	0	24
881775	0	1	29
881774	0	0	23
881773	0	0	29
881772	0	0	22
881771	0	0	26
881770	0	1	24
881769	0	0	13
881768	0	0	18
881767	0	2	19
881766	1	0	24
881765	5	0	17
881764	0	1	24
881763	0	2	27
881762	0	0	30
881761	0	1	22
881760	0	2	23
881759	0	0	33
881758	0	0	18
881757	0	1	15
881756	1	0	21
881755	0	1	25
881754	0	1	22
881753	0	1	25
881752	0	0	24
881751	0	1	35
881750	0	0	21
881749	0	0	19
881748	0	0	19
881747	0	2	16
881746	0	0	26
881745	0	0	25
881744	0	2	19
881743	0	0	24
881742	0	0	24
881741	0	0	25
881740	0	1	27
881739	0	0	36
881738	0	2	23
881737	0	0	14
881736	0	0	33
881735	0	0	24
881734	1	4	23
881733	0	1	26
881732	0	0	23
881731	0	1	27
881730	0	1	27
881729	0	0	27
881728	0	0	17
881727	1	0	27
881726	0	0	23
881725	0	2	19
881724	0	0	23
881723	0	0	25
881722	0	0	22
881721	1	1	19
881720	0	1	18
881719	0	0	22
881718	0	0	22
881717	0	2	30
881716	0	1	23
881715	0	0	28
881714	0	0	29
881713	0	0	29
881712	0	1	27
881711	0	1	30
881710	0	0	31
881709	0	0	34
881708	0	0	29
881707	0	0	30
881706	0	1	27
881705	1	0	20
881704	0	0	22
881703	0	2	34
881702	0	1	27
881701	0	1	22
881700	0	2	19
881699	0	2	26
881698	0	1	16
881697	0	2	19
881696	0	0	18
881695	0	1	24
881694	0	1	14
881693	0	0	26
881692	0	1	19
881691	0	1	21
881690	0	0	25
881689	0	1	26
881688	0	2	29
881687	0	0	21
881686	0	0	18
881685	0	0	35
881684	1	0	20
881683	0	0	20
881682	0	0	24
881681	0	0	34
881680	0	0	24
881679	0	0	26
881678	1	0	27
881677	0	0	21
881676	0	2	18
881675	0	0	20
881674	0	1	28
881673	0	1	16
881672	0	3	25
881671	0	1	26
881670	0	0	23
881669	0	0	31
881668	0	1	16
881667	0	1	24
881666	0	2	31
881665	0	2	24
881664	0	1	25
881663	0	1	29
881662	0	0	19
881661	1	1	23
881660	0	0	26
881659	0	0	19
881658	1	1	19
881657	0	0	24
881656	0	1	21
881655	0	1	36
881654	0	1	15
881653	0	1	22
881652	0	2	23
881651	0	0	21
881650	0	0	34
881649	0	2	12
881648	0	0	25
881647	0	1	25
881646	0	1	17
881645	0	0	22
881644	0	2	33
881643	0	0	24
881642	0	1	30
881641	0	0	25
881640	1	0	24
881639	1	2	22
881638	0	0	13
901558	0	3	81
901557	1	3	77
901556	1	5	75
901555	0	7	73
901554	1	3	76
901553	0	3	66
901552	2	1	78
901551	1	5	79
901550	0	2	74
901549	1	4	67
901548	0	1	74
901547	2	3	82
901546	0	4	64
901545	0	1	77
901544	1	7	64
901543	0	1	63
901542	2	5	79
901541	0	1	66
901540	1	0	77
901539	0	4	55
901538	0	3	69
901537	0	8	93
901536	3	3	86
901535	1	5	58
901534	1	7	89
901533	0	3	85
901532	0	4	79
901531	0	3	67
901530	1	2	80
901529	0	6	68
901528	1	5	71
901527	4	3	74
901526	0	5	65
901525	0	1	79
901524	0	3	71
901523	0	5	87
901522	0	4	75
901521	0	3	84
901520	0	4	58
901519	2	1	82
901518	0	2	76
901517	0	2	55
901516	0	5	80
901515	0	7	71
901514	1	3	75
901513	0	8	91
901512	0	2	77
901511	0	4	83
901510	0	4	91
901509	2	2	82
901508	0	7	77
901507	0	4	78
901506	0	3	112
901505	0	5	66
901504	0	4	87
901503	1	4	77
901502	0	3	79
901501	0	3	62
901500	0	4	67
901499	0	6	76
901498	1	4	91
901497	7	6	67
901496	0	3	69
901495	1	7	71
901494	0	8	68
901493	0	4	72
901492	0	4	76
901491	2	7	78
901490	0	3	82
901489	0	5	80
901488	0	3	85
901487	1	1	65
901486	0	6	72
901485	0	1	73
901484	0	1	81
901483	0	7	70
901482	0	2	74
901481	0	3	76
901480	1	4	78
901479	0	4	89
901478	0	7	62
901477	0	6	100
901476	2	2	71
901475	1	4	61
901474	0	6	79
901473	0	7	52
901472	0	4	81
901471	0	4	76
901470	1	1	76
901469	0	8	91
901468	1	9	64
901467	0	3	81
901466	0	4	83
901465	1	2	66
901464	0	9	77
901463	1	2	75
901462	0	4	76
901461	1	4	86
901460	0	6	72
901459	1	3	79
901458	0	4	102
901457	5	1	97
901456	0	4	85
901455	0	4	84
901454	1	4	66
901453	0	3	96
901452	0	7	78
901451	0	5	85
901450	1	5	86
901449	1	0	81
901448	1	5	58
901447	0	2	70
901446	0	4	57
901445	1	5	74
901444	1	6	79
901443	1	4	72
901442	0	2	90
901441	0	4	78
901440	0	3	79
901439	0	5	76
901438	0	2	67
901437	1	3	77
901436	1	7	83
901435	0	4	92
901434	0	2	70
901433	0	2	74
901432	0	5	71
901431	1	5	70
901430	0	3	89
901429	0	3	85
901428	0	4	70
901427	1	4	68
901426	2	5	63
901425	0	3	75
901424	0	2	72
901423	0	3	67
901422	0	2	88
901421	0	4	91
901420	1	4	69
901419	0	6	72
901418	0	1	68
901417	2	2	73
901416	0	4	63
901415	1	6	70
901414	0	0	75
901413	0	0	75
901412	0	2	83
901411	0	4	72
901410	0	6	79
901409	0	4	71
901408	0	2	79
901407	0	4	84
901406	0	6	64
901405	0	4	91
901404	1	4	71
901403	1	9	76
901402	2	0	71
901401	0	7	73
901400	0	3	77
901399	0	10	68
901398	0	1	77
901397	0	2	69
901396	1	4	69
901395	1	7	65
901394	0	3	75
901393	1	4	51
901392	0	2	77
901391	1	2	79
901390	0	2	67
901389	0	10	81
901388	0	9	77
901387	0	5	75
901386	1	1	75
901385	0	4	68
901384	1	2	77
901383	0	3	80
901382	0	2	70
901381	0	1	78
901380	0	6	69
901379	0	3	74
901378	1	2	72
901377	2	5	56
901376	0	5	77
901375	0	1	51
901374	0	3	66
901373	1	2	69
901372	0	5	82
901371	1	5	70
901370	1	9	80
901369	0	2	71
901368	2	4	75
901367	0	5	63
901366	0	2	79
901365	2	2	77
901364	0	4	66
901363	2	6	70
901362	0	3	79
901361	1	3	68
901360	0	4	76
901359	0	6	66
901358	0	3	88
901357	2	2	83
901356	1	5	66
901355	0	6	79
901354	0	4	71
901353	0	3	71
901352	0	6	83
901351	0	6	81
901350	0	4	86
901349	0	4	77
901348	0	6	89
901347	1	3	86
901346	0	3	88
901345	0	5	67
901344	1	6	82
901343	4	5	63
901342	0	9	70
901341	0	3	75
901340	0	7	76
901339	0	7	76
901338	0	4	89
901337	0	1	90
901336	0	7	77
881637	0	0	25
881636	0	0	19
881635	0	1	26
881634	0	1	17
881633	0	0	20
881632	0	0	29
881631	0	1	23
881630	0	3	19
881629	0	1	31
881628	0	0	17
881627	0	1	25
881626	0	2	18
881625	1	0	31
881624	1	1	17
881623	0	0	33
881622	0	1	24
881621	0	1	28
881620	0	0	27
881619	0	0	27
881618	1	0	25
881617	0	0	24
881616	0	3	15
881615	0	0	30
881614	0	1	19
881613	0	0	23
881612	0	0	28
881611	0	1	22
881610	0	1	30
881609	0	0	16
881608	0	0	25
881607	0	0	17
881606	0	0	26
881605	0	1	19
881604	0	1	25
881603	0	1	18
881602	0	0	22
881601	0	1	24
881600	0	2	24
881599	0	0	26
881598	0	0	17
881597	0	0	30
881596	0	1	20
881595	0	0	26
881594	0	0	15
881593	0	0	25
881592	0	0	14
881591	1	0	27
881590	0	0	30
881589	0	2	24
881588	0	1	18
881587	0	1	28
881586	1	3	37
881585	0	0	29
881584	0	2	19
881583	0	0	29
881582	0	1	28
881581	0	1	25
881580	0	0	23
881579	0	1	24
881578	0	0	31
881577	0	1	24
881576	0	1	17
881575	0	1	27
881574	0	1	19
881573	0	0	23
881572	0	0	17
881571	0	1	28
881570	0	1	30
881569	0	0	38
881568	0	0	25
881567	0	0	22
881566	1	1	19
881565	0	1	18
881564	0	0	29
881563	0	0	15
881562	0	1	20
881561	0	1	19
881560	0	1	22
881559	0	0	23
881558	0	1	20
881557	0	0	15
881556	0	0	21
881555	1	0	26
881554	0	0	25
881553	0	0	12
881552	0	0	17
881551	0	0	22
881550	1	0	21
881549	0	0	25
881548	0	0	26
881547	0	0	16
881546	0	0	25
881545	0	0	43
881544	0	0	24
881543	0	0	24
881542	0	0	19
881541	0	0	19
881540	0	0	23
881539	0	1	24
881538	0	0	31
881537	0	0	23
881536	0	0	18
881535	0	0	32
881534	0	0	13
881533	0	0	17
881532	0	0	28
881531	0	1	22
881530	0	1	28
881529	0	2	22
881528	0	1	32
881527	1	1	30
881526	0	0	22
881525	1	0	30
881524	0	0	24
881523	0	1	31
881522	0	0	33
881521	1	0	35
881520	0	0	25
881519	0	0	17
881518	0	1	24
881517	0	0	20
881516	0	0	16
881515	0	2	27
881514	0	0	21
881513	0	0	29
881512	0	0	17
881511	0	1	28
881510	0	0	21
881509	1	0	24
881508	0	1	19
881507	0	2	29
881506	0	0	24
881505	0	0	26
881504	0	1	30
881503	0	0	19
881502	0	0	28
881501	0	1	22
881500	0	2	19
881499	0	1	23
881498	0	2	28
881497	0	0	18
881496	0	1	31
881495	0	2	19
881494	0	0	22
881493	0	1	28
881492	0	1	25
881491	0	0	25
881490	1	0	29
881489	0	0	20
881488	1	1	25
881487	0	2	18
881486	0	0	28
881485	0	2	27
881484	0	0	17
881483	0	0	30
881482	0	0	26
881481	0	0	17
881480	0	1	36
881479	0	0	22
881478	0	0	20
881477	0	0	20
881476	0	0	26
881475	0	1	25
881474	0	0	16
881473	0	0	20
881472	0	0	30
881471	0	1	22
881470	0	0	15
881469	0	0	29
881468	0	0	30
881467	0	0	32
881466	0	0	24
881465	0	0	24
881464	0	0	27
881463	0	1	33
881462	0	0	15
881461	0	1	23
881460	1	0	21
881459	0	2	28
881458	0	0	14
881457	0	0	25
881456	0	2	18
881455	0	0	25
881454	1	1	19
881453	0	4	22
881452	0	0	29
881451	0	0	27
881450	0	0	26
881449	0	0	19
881448	0	2	27
881447	0	0	30
881446	0	0	20
881445	0	1	22
881444	0	0	26
881443	0	1	27
881442	0	0	34
881441	0	2	12
881440	0	1	19
881439	0	0	18
881438	0	0	22
881437	0	0	26
881436	0	1	18
881435	0	1	31
881434	0	0	23
881433	0	0	29
881432	0	0	29
881431	0	0	32
881430	0	1	34
881429	0	0	21
881428	0	0	30
881427	0	1	26
881426	0	0	25
881425	0	0	22
881424	1	0	33
881423	0	0	21
881422	0	0	28
881421	0	2	22
881420	0	2	15
881419	0	0	23
881418	1	1	32
881417	0	0	32
881416	0	2	21
881415	0	0	19
881414	0	3	14
881413	0	0	21
881412	0	0	27
881411	0	2	19
881410	0	0	19
881409	0	2	33
881408	1	0	28
881407	0	0	25
881406	0	1	21
881405	0	1	27
881404	0	0	33
881403	0	0	25
881402	0	0	28
881401	0	1	21
881400	0	1	30
881399	1	0	20
881398	0	0	20
881397	0	1	15
881396	0	0	20
881395	0	2	22
881394	0	0	23
881393	0	0	19
881392	0	0	20
881391	0	0	20
881390	0	0	20
881389	0	2	23
881388	0	1	26
881387	0	0	26
881386	0	1	23
881385	0	1	17
881384	0	1	17
881383	0	1	26
881382	0	0	26
881381	0	0	21
881380	0	0	13
881379	0	1	21
881378	0	1	24
881377	0	0	25
881376	0	0	13
881375	0	1	22
881374	0	0	30
881373	0	2	25
881372	0	2	26
881371	0	1	20
881370	0	1	18
881369	0	0	26
881368	0	1	25
881367	0	1	16
881366	0	1	27
881365	0	1	21
881364	0	0	24
881363	0	0	30
881362	0	0	23
881361	1	1	14
881360	0	0	28
881359	0	0	29
881358	0	0	26
881357	0	0	18
881356	1	1	21
881355	0	0	30
881354	0	1	31
881353	0	0	35
881352	0	0	27
881351	0	0	24
881350	0	0	28
881349	0	0	35
881348	0	0	21
881347	0	2	27
881346	0	0	14
881345	0	1	25
881344	0	1	23
881343	0	1	12
881342	0	0	17
881341	0	2	19
881340	0	0	25
881339	0	1	16
881338	0	1	28
881337	0	0	21
881336	0	0	21
881335	0	1	27
881334	0	0	23
881333	0	0	14
881332	0	2	18
881331	0	1	19
881330	0	0	18
881329	0	0	23
881328	0	2	16
881327	0	1	15
881326	0	1	18
881325	0	2	17
881324	0	0	18
881323	0	2	21
881322	0	1	34
881321	0	0	23
881320	0	0	27
881319	0	1	22
881318	0	1	16
881317	0	0	23
881316	1	0	30
881315	0	0	19
881314	0	0	23
881313	0	0	16
881312	0	0	30
881311	0	1	23
881310	0	0	26
881309	0	1	29
881308	0	0	15
881307	0	0	23
881306	0	2	20
881305	0	1	21
881304	0	0	27
