SecFrom20170901	location	place	none
912196	0	2	62
912195	1	2	89
912194	4	8	89
912193	1	10	77
912192	2	3	73
912191	0	7	74
912190	2	4	78
912189	0	5	76
912188	0	4	85
912187	1	8	76
912186	0	1	78
912185	0	5	69
912184	0	2	63
912183	0	7	69
912182	1	5	64
912181	0	4	136
912180	0	3	69
912179	0	5	109
912178	0	4	72
912177	0	3	66
912176	1	3	83
912175	0	0	74
912174	1	4	78
912173	0	5	64
912172	0	7	77
912171	1	3	71
912170	0	3	77
912169	0	4	97
912168	0	6	63
912167	0	3	61
912166	0	4	72
912165	0	5	62
912164	0	5	80
912163	0	7	85
912162	2	1	78
912161	1	7	84
912160	1	3	75
912159	0	2	75
912158	3	5	71
912157	0	5	85
912156	0	4	103
912155	0	8	91
912154	1	6	63
912153	2	4	79
912152	0	4	79
912151	1	3	79
912150	0	2	67
912149	0	4	63
912148	0	3	69
912147	0	5	67
912146	0	5	79
912145	0	3	89
912144	3	6	74
912143	2	4	64
912142	0	5	60
912141	0	7	62
912140	0	3	52
912139	0	4	75
912138	2	1	73
912137	0	4	69
912136	1	2	95
912135	1	5	67
912134	1	5	65
912133	0	5	74
912132	2	9	62
912131	0	1	76
912130	0	3	67
912129	0	3	72
912128	0	5	83
912127	1	4	69
912126	0	8	71
912125	0	5	82
912124	1	6	65
912123	1	3	81
912122	0	3	59
912121	0	3	61
912120	0	2	75
912119	0	6	73
912118	0	7	78
912117	0	3	78
912116	0	3	64
912115	0	6	71
912114	2	5	74
912113	2	2	74
912112	0	2	70
912111	1	3	100
912110	0	3	87
912109	0	3	81
912108	0	4	147
912107	1	6	78
912106	0	3	97
912105	0	5	89
912104	2	3	72
912103	1	2	77
912102	1	5	81
912101	0	5	75
912100	0	3	57
912099	0	3	63
912098	1	4	100
912097	0	5	99
912096	0	3	102
912095	0	0	83
912094	0	7	80
912093	0	1	68
912092	1	10	87
912091	0	7	92
912090	1	7	83
912089	0	4	69
912088	1	3	74
912087	1	1	90
912086	0	4	82
912085	0	2	67
912084	0	6	92
912083	0	4	77
912082	2	4	61
912081	1	3	74
912080	0	9	59
912079	0	3	66
912078	1	4	79
912077	0	6	80
912076	0	3	97
912075	2	6	72
912074	3	1	74
912073	0	2	69
912072	1	7	67
912071	1	3	61
912070	1	4	70
912069	2	5	65
912068	1	1	51
912067	0	1	81
912066	0	1	84
912065	0	2	76
912064	3	7	77
912063	0	6	73
912062	0	3	79
912061	1	5	59
912060	1	4	86
912059	2	3	63
912058	0	7	64
912057	0	4	63
912056	0	3	93
912055	0	5	82
912054	1	3	78
912053	0	6	68
912052	0	8	61
912051	0	1	69
912050	1	6	61
912049	1	4	72
912048	0	3	68
912047	0	5	72
912046	1	3	68
912045	1	4	67
912044	0	1	69
912043	0	5	87
912042	0	4	72
912041	2	6	71
912040	0	3	71
912039	1	6	62
912038	1	5	75
912037	1	1	86
912036	0	5	76
912035	2	5	76
912034	1	8	90
912033	0	2	69
912032	1	4	150
912031	1	3	71
912030	0	2	66
912029	0	2	75
912028	2	3	62
912027	2	5	79
912026	1	5	82
912025	0	2	69
912024	0	5	68
912023	2	4	82
912022	0	3	91
912021	0	2	96
912020	1	3	68
912019	1	8	77
912018	0	4	69
912017	0	1	81
912016	0	1	85
912015	0	6	60
912014	3	4	72
912013	0	4	77
912012	0	2	96
912011	0	3	58
912010	0	5	86
912009	0	7	83
912008	0	2	79
912007	3	5	85
912006	0	6	86
912005	0	3	83
912004	1	4	69
912003	1	6	92
912002	0	4	94
912001	0	5	77
912000	0	8	80
911999	0	3	70
911998	0	2	63
911997	0	3	69
911996	1	3	75
911995	0	3	69
911994	1	2	59
911993	0	6	63
911992	0	2	66
911991	1	0	66
911990	2	4	58
911989	1	4	64
911988	0	7	65
911987	0	3	54
911986	0	3	75
911985	1	4	77
911984	0	4	70
911983	1	4	94
911982	2	5	64
911981	2	4	64
911980	1	2	85
911979	1	3	77
911978	0	5	74
911977	0	6	81
911976	0	7	74
911975	0	2	68
911974	0	2	72
911973	1	6	73
911972	1	8	72
911971	0	7	63
911970	0	6	71
911969	0	5	71
911968	0	3	73
911967	1	7	60
911966	0	4	63
911965	0	3	67
911964	0	12	63
911963	3	4	72
911962	0	3	83
911961	1	5	66
911960	1	4	73
911959	0	5	60
911958	0	5	57
911957	0	3	72
911956	0	4	62
911955	0	2	73
911954	1	5	74
911953	0	2	87
911952	0	9	58
911951	0	4	58
911950	0	5	70
911949	2	6	60
911948	1	3	74
911947	0	2	74
911946	0	0	76
911945	2	8	72
911944	4	3	88
911943	1	7	89
911942	0	4	62
911941	0	6	76
911940	0	2	79
911939	0	4	56
911938	2	6	63
911937	1	1	75
911936	0	1	74
911935	0	4	140
911934	0	4	70
911933	0	3	71
911932	1	5	81
911931	0	7	57
911930	0	5	74
911929	1	3	73
911928	0	5	51
911927	0	3	77
911926	0	9	62
911925	1	3	58
911924	0	2	76
911923	0	2	66
911922	0	1	81
911921	0	8	155
911920	0	4	65
911919	1	6	135
911918	0	1	76
911917	0	2	77
911916	0	6	61
911915	0	5	79
930463	0	5	77
930462	1	7	66
930461	0	2	63
930460	0	5	81
930459	1	6	77
930458	0	8	77
930457	0	4	74
930456	0	4	75
930455	0	2	69
930454	0	6	75
930453	0	8	63
930452	0	3	90
930451	0	3	81
930450	0	2	72
930449	0	4	66
930448	1	4	77
930447	0	6	75
930446	0	3	80
930445	1	13	89
930444	1	6	58
930443	1	5	84
930442	1	7	78
930441	0	3	75
930440	0	5	79
930439	0	5	71
930438	3	1	54
930437	1	2	92
930436	0	5	63
930435	0	8	71
930434	1	6	60
930433	0	3	62
930432	0	7	85
930431	1	8	69
911914	0	1	84
911913	0	4	69
911912	0	5	81
911911	0	3	72
911910	0	3	82
911909	0	6	69
911908	0	6	75
911907	0	10	72
911906	1	2	71
911905	0	3	65
911904	1	4	63
911903	1	4	77
911902	2	5	69
911901	1	2	63
911900	1	6	64
911899	0	4	82
911898	0	2	87
911897	0	9	59
911896	0	7	70
911895	0	2	75
911894	0	6	66
911893	3	7	75
911892	0	6	100
911891	2	2	80
911890	0	4	82
911889	0	1	60
911888	0	3	90
911887	0	5	93
911886	1	6	71
911885	1	4	74
911884	1	3	84
911883	0	2	63
911882	0	4	70
911881	0	4	79
911880	0	6	78
911879	0	5	75
911878	0	2	73
911877	0	2	79
911876	0	5	88
911875	1	4	71
911874	0	5	76
911873	1	5	64
911872	0	4	78
911871	2	4	63
911870	0	2	79
911869	0	1	73
911868	0	8	65
911867	0	5	56
911866	1	11	60
911865	0	4	86
911864	0	6	74
911863	0	4	79
911862	7	4	65
911861	1	4	86
911860	1	6	72
911859	1	7	66
911858	0	2	63
911857	0	6	63
911856	0	4	59
911855	0	7	66
911854	1	5	79
911853	2	11	70
911852	0	3	72
911851	1	4	83
911850	1	5	75
911849	0	7	73
911848	0	4	65
911847	0	1	64
911846	0	6	77
911845	0	5	64
911844	0	4	80
911843	0	5	91
911842	0	6	78
911841	2	1	80
911840	1	6	80
911839	0	5	71
911838	1	7	75
911837	0	6	93
911836	0	3	80
911835	0	2	76
911834	0	3	71
911833	0	2	70
911832	2	5	75
911831	1	1	86
911830	0	4	90
911829	0	6	79
911828	0	6	64
911827	0	5	93
911826	0	4	79
911825	0	5	60
911824	0	2	78
911823	0	4	77
911822	0	4	70
911821	0	3	55
911820	0	9	78
911819	1	5	73
911818	2	2	81
911817	1	6	71
911816	0	7	65
911815	0	4	77
911814	0	8	71
911813	1	5	83
911812	1	5	69
911811	2	5	92
911810	2	7	68
911809	0	6	67
911808	3	8	91
911807	0	2	80
911806	0	2	78
911805	0	4	72
911804	0	2	76
911803	1	1	85
911802	1	5	75
911801	0	4	89
911800	0	4	72
911799	1	6	88
911798	1	1	82
911797	1	3	81
911796	2	4	84
911795	0	5	79
911794	2	3	88
911793	1	9	84
911792	1	4	83
911791	1	4	76
911790	0	5	76
911789	0	3	78
911788	1	6	68
911787	1	6	95
911786	0	7	63
911785	1	3	75
911784	1	3	83
911783	0	5	75
911782	1	2	162
911781	0	5	80
911780	0	6	71
911779	0	6	74
911778	0	7	79
911777	0	4	67
911776	0	6	72
911775	0	3	93
911774	0	4	72
911773	0	7	64
911772	1	3	82
911771	1	5	80
911770	0	3	94
911769	1	6	77
911768	0	1	49
911767	1	1	90
911766	0	6	77
911765	1	4	78
911764	0	3	84
911763	1	8	69
911762	1	5	82
911761	3	1	67
911760	0	2	83
911759	0	3	83
911758	0	3	65
911757	0	7	75
911756	0	5	82
911755	1	4	66
911754	0	5	81
911753	0	4	79
911752	2	4	73
911751	0	1	141
911750	0	3	75
911749	1	4	60
911748	0	4	70
911747	1	4	66
911746	0	1	94
911745	0	5	85
911744	0	4	74
911743	0	1	68
911742	0	4	80
911741	0	4	73
911740	0	5	74
911739	0	2	120
911738	1	4	87
911737	0	9	71
911736	0	5	72
911735	0	3	74
911734	0	4	85
911733	0	11	60
911732	0	2	101
911731	0	2	79
911730	1	2	101
911729	2	4	71
911728	0	2	59
911727	1	12	83
911726	0	4	84
911725	2	2	75
911724	0	4	66
911723	0	6	67
911722	2	3	83
911721	1	4	79
911720	1	7	99
911719	0	5	80
911718	1	3	90
911717	1	5	81
911716	1	3	88
911715	0	8	87
911714	0	5	80
911713	2	3	144
911712	1	3	79
911711	0	2	94
911710	1	1	92
911709	1	4	95
911708	0	5	85
911707	1	4	89
911706	0	5	75
911705	1	5	89
911704	0	4	70
911703	0	5	79
911702	1	8	69
911701	1	5	94
911700	4	5	90
911699	0	7	73
911698	1	4	58
911697	0	3	90
911696	2	5	88
911695	1	2	82
911694	0	4	86
911693	0	3	60
911692	1	5	68
911691	1	4	66
911690	0	2	90
911689	1	2	66
911688	1	4	69
911687	2	2	70
911686	0	3	108
911685	0	9	83
911684	0	2	75
911683	2	4	73
911682	0	2	85
911681	0	5	78
911680	0	6	77
911679	1	5	90
911678	0	5	77
911677	0	5	103
911676	0	4	87
911675	0	1	80
911674	0	3	95
911673	1	3	68
911672	0	5	63
911671	0	1	73
911670	4	5	72
911669	1	2	76
911668	0	3	65
911667	0	2	77
911666	0	4	85
911665	0	4	102
911664	1	5	68
911663	0	3	83
911662	1	7	79
911661	0	7	78
911660	0	7	98
911659	1	1	74
911658	0	7	73
911657	0	4	83
911656	1	9	87
911655	1	4	71
911654	0	4	66
911653	1	5	68
911652	0	2	73
911651	0	8	84
911650	3	4	85
911649	2	0	93
911648	1	5	67
911647	2	7	81
911646	1	3	76
911645	1	4	64
911644	2	5	81
911643	0	5	75
911642	2	7	74
911641	0	5	89
911640	0	8	68
911639	0	3	75
911638	0	5	80
911637	0	4	76
911636	2	3	74
911635	0	7	65
911634	0	6	86
911633	1	5	81
911632	0	5	74
911631	1	5	70
911630	0	4	61
911629	0	3	60
911628	1	1	80
911627	1	4	74
911626	0	11	84
911625	1	3	64
911624	0	2	60
911623	0	0	75
911622	1	5	90
930430	0	5	62
930429	0	7	69
930428	0	4	74
930427	0	1	85
930426	0	3	86
930425	0	2	73
930424	0	6	79
930423	0	2	85
930422	0	1	57
930421	0	4	72
930420	0	3	59
930419	0	2	64
930418	0	2	65
930417	0	4	85
930416	0	7	64
930415	0	4	65
930414	0	7	66
930413	1	2	80
930412	1	3	82
930411	2	2	80
930410	0	4	69
930409	0	1	70
930408	1	5	78
930407	1	1	73
930406	1	5	81
930405	1	5	69
930404	0	3	76
930403	0	6	65
930402	1	5	72
930401	0	4	59
930400	0	2	68
930399	1	5	60
930398	0	5	66
930397	0	4	75
930396	0	4	78
930395	0	2	73
911621	1	4	83
911620	2	4	69
911619	2	6	69
911618	1	7	77
911617	2	3	72
911616	0	3	72
911615	0	3	83
911614	0	3	68
911613	1	6	82
911612	2	8	86
911611	1	3	78
911610	0	3	64
911609	0	8	56
911608	0	5	93
911607	1	3	82
911606	0	5	78
911605	0	3	87
911604	0	1	73
911603	0	3	80
911602	0	3	65
911601	1	7	76
911600	0	4	85
911599	1	9	77
911598	1	7	77
911597	0	5	80
911596	0	7	62
911595	0	5	66
911594	1	6	83
911593	3	4	63
911592	0	3	72
911591	2	6	73
911590	0	4	81
911589	0	5	82
911588	1	6	69
911587	1	7	69
911586	0	8	87
911585	0	7	76
911584	1	1	63
911583	0	5	77
911582	0	4	89
911581	2	4	73
911580	1	1	83
911579	0	8	84
911578	0	4	59
911577	0	4	76
911576	1	5	56
911575	0	4	89
911574	0	4	65
911573	0	7	74
911572	1	5	68
911571	0	1	84
911570	1	7	55
911569	0	5	58
911568	0	5	82
911567	1	1	63
911566	2	6	70
911565	0	6	63
911564	0	3	65
911563	4	6	78
911562	0	5	61
911561	0	10	89
911560	3	8	63
911559	0	3	90
911558	0	1	88
911557	2	1	94
911556	1	5	83
911555	0	8	73
911554	1	3	72
911553	1	5	67
911552	1	8	71
911551	2	4	78
911550	2	3	81
911549	2	6	99
911548	1	3	73
911547	0	3	76
911546	0	6	151
911545	1	2	77
911544	0	4	68
911543	1	6	66
911542	2	3	90
911541	0	1	74
911540	1	7	72
911539	0	9	69
911538	0	4	83
911537	0	5	66
911536	0	6	75
911535	0	3	85
911534	1	4	76
911533	1	4	66
911532	1	5	72
911531	0	6	78
911530	1	5	87
911529	2	0	79
911528	2	4	93
911527	1	8	65
911526	0	7	76
911525	0	3	75
911524	0	1	83
911523	0	2	74
911522	0	4	86
911521	1	3	70
911520	1	3	81
911519	1	2	65
911518	1	2	144
911517	0	4	68
911516	0	7	91
911515	0	3	69
911514	1	2	67
911513	0	3	79
911512	0	7	74
911511	0	5	76
911510	0	4	79
911509	1	4	86
911508	0	2	63
911507	1	0	64
911506	0	5	89
911505	0	2	89
911504	0	4	73
911503	1	5	71
911502	0	6	67
911501	2	6	66
911500	2	6	61
911499	0	3	74
911498	1	5	79
911497	0	3	69
911496	0	4	51
911495	0	5	85
911494	0	7	82
911493	0	4	75
911492	1	2	93
911491	3	4	64
911490	1	2	66
911489	0	4	86
911488	0	4	84
911487	1	1	80
911486	1	1	68
911485	0	5	72
911484	0	8	80
911483	0	3	76
911482	0	4	87
911481	0	4	72
911480	0	2	74
911479	1	5	83
911478	0	5	74
911477	0	7	90
911476	0	6	80
911475	0	2	61
911474	0	3	74
911473	0	5	92
911472	0	3	90
911471	0	5	65
911470	0	6	90
911469	0	5	68
911468	0	2	73
911467	0	4	68
911466	0	5	60
911465	0	4	75
911464	0	7	63
911463	1	2	81
911462	3	6	87
911461	0	4	74
911460	1	2	70
911459	0	2	73
911458	2	6	78
911457	0	5	81
911456	0	5	74
911455	0	6	79
911454	0	6	86
911453	0	2	122
911452	0	2	55
911451	0	5	79
911450	1	5	76
911449	2	5	79
911448	1	2	69
911447	0	2	63
911446	1	1	69
911445	0	4	69
911444	0	0	72
911443	0	5	67
911442	2	4	62
911441	0	7	69
911440	3	5	93
911439	0	5	66
911438	0	0	62
911437	0	2	69
911436	1	1	77
911435	0	2	63
911434	0	0	79
911433	0	2	70
911432	0	4	83
911431	0	4	81
911430	0	3	78
911429	0	2	75
911428	2	5	86
911427	2	4	87
911426	2	4	77
911425	0	5	81
911424	0	3	81
911423	1	4	73
911422	0	2	60
911421	0	7	77
911420	1	5	64
911419	0	9	68
911418	2	5	87
911417	0	3	82
911416	1	3	86
911415	0	6	89
911414	3	0	80
911413	0	4	88
911412	0	2	84
911411	1	9	66
911410	0	1	73
911409	1	4	84
911408	1	2	85
911407	0	4	65
911406	2	2	81
911405	0	2	90
911404	3	5	83
911403	5	6	77
911402	1	1	76
911401	1	3	65
911400	1	1	81
911399	0	5	79
911398	0	7	79
911397	1	3	85
911396	0	3	66
911395	2	1	67
911394	0	5	86
911393	1	6	61
911392	0	4	68
911391	0	6	74
911390	3	7	71
911389	0	5	100
911388	0	1	68
911387	2	2	74
911386	0	3	68
911385	0	3	68
911384	0	5	65
911383	0	4	77
911382	1	2	65
911381	1	8	65
911380	1	0	71
911379	0	5	50
911378	1	5	78
911377	0	2	63
911376	1	3	84
911375	0	3	69
911374	0	4	61
911373	0	2	57
911372	3	5	79
911371	0	2	74
911370	0	2	68
911369	1	7	64
911368	0	1	78
911367	0	6	78
911366	0	4	81
911365	0	3	82
911364	0	4	63
911363	0	3	73
911362	0	2	77
911361	0	3	71
911360	0	2	77
911359	1	6	85
911358	0	5	83
911357	1	2	78
911356	0	6	92
911355	0	3	64
911354	0	4	62
911353	1	5	63
911352	0	5	68
911351	0	6	66
911350	0	2	71
911349	0	5	74
911348	1	6	77
911347	0	4	80
911346	0	6	66
911345	1	5	65
911344	0	4	70
911343	0	7	67
911342	1	3	80
911341	0	1	69
911340	1	5	74
911339	0	6	53
911338	1	6	70
911337	0	4	99
911336	0	5	75
911335	1	3	79
911334	0	5	82
911333	3	2	80
911332	0	4	76
911331	0	6	75
911330	0	2	67
911329	1	1	70
911328	1	6	71
911327	0	6	85
911326	0	2	71
911325	0	1	62
911324	1	3	73
911323	0	3	84
911322	1	6	80
911321	0	12	83
911320	0	3	88
911319	2	3	69
911318	2	5	66
911317	0	6	72
911316	2	5	65
911315	1	3	84
911314	1	2	89
911313	0	5	72
911312	0	7	76
911311	1	6	82
911310	1	5	66
911309	0	3	75
911308	0	3	125
911307	0	5	79
911306	0	9	86
911305	0	3	71
911304	0	3	95
911303	0	5	82
911302	3	4	65
911301	2	4	71
911300	0	3	84
911299	1	7	88
911298	0	3	75
911297	1	7	78
911296	0	7	62
911295	1	3	83
911294	0	3	54
911293	1	6	65
911292	0	5	65
911291	0	5	65
911290	2	4	83
930394	1	4	82
930393	0	5	68
930392	0	2	79
930391	0	3	73
930390	1	6	83
930389	0	6	78
930388	0	4	62
930387	0	4	75
930386	0	5	80
930385	0	7	71
930384	0	8	68
930383	0	2	73
930382	0	7	77
930381	0	7	69
930380	0	4	78
930379	0	3	76
930378	0	5	64
930377	0	7	109
930376	0	5	83
930375	0	10	69
930374	0	4	79
930373	0	4	92
930372	1	6	83
930371	0	4	65
930370	1	3	65
930369	1	3	70
930368	1	5	68
930367	0	9	92
930366	0	5	76
930365	1	4	90
930364	0	4	84
930363	1	2	74
911289	2	3	92
911288	1	4	83
911287	0	6	69
911286	0	6	97
911285	2	5	66
911284	0	1	81
911283	0	5	64
911282	0	2	94
911281	0	0	71
911280	1	5	75
911279	1	5	55
911278	0	7	63
911277	0	7	61
911276	0	2	69
911275	0	3	75
911274	0	3	84
911273	1	3	76
911272	0	6	64
911271	0	4	74
911270	3	5	68
911269	1	0	67
911268	1	7	78
911267	0	9	60
911266	1	4	93
911265	0	5	81
911264	0	2	70
911263	0	4	83
911262	1	3	65
911261	0	3	72
911260	3	3	68
911259	0	5	63
911258	0	7	59
911257	1	3	70
911256	0	2	81
911255	0	6	74
911254	1	2	76
911253	0	2	65
911252	1	2	71
911251	2	2	66
911250	1	2	73
911249	2	2	77
911248	0	4	62
911247	2	4	61
911246	0	4	81
911245	1	4	73
911244	0	6	88
911243	0	3	92
911242	1	4	76
911241	0	2	84
911240	0	3	77
911239	0	3	71
911238	1	4	75
911237	0	5	75
911236	0	3	66
911235	0	6	101
911234	0	3	76
911233	0	8	79
911232	1	9	78
911231	1	2	59
911230	1	3	92
911229	1	6	75
911228	0	2	64
911227	0	1	73
911226	0	5	94
911225	0	2	74
911224	0	7	76
911223	0	9	76
911222	2	2	84
911221	1	3	90
911220	0	5	84
911219	1	4	73
911218	0	3	67
911217	1	4	59
911216	0	2	81
911215	0	5	69
911214	1	6	70
911213	1	5	70
911212	0	2	84
911211	2	4	63
911210	0	3	60
911209	1	1	74
911208	1	3	82
911207	2	4	75
911206	1	3	66
911205	0	2	120
911204	1	3	69
911203	1	4	68
911202	1	3	74
911201	1	5	76
911200	4	5	75
911199	1	2	65
911198	1	6	59
911197	0	3	79
911196	0	2	68
911195	0	6	65
911194	0	6	87
911193	0	5	74
911192	4	4	80
911191	1	2	71
911190	0	7	60
911189	1	1	86
911188	0	5	75
911187	0	2	80
911186	0	4	66
911185	0	2	72
911184	0	5	72
911183	0	0	79
911182	1	8	92
911181	0	1	62
911180	0	4	65
911179	4	3	67
911178	0	4	70
911177	0	5	84
911176	0	4	80
911175	0	5	73
911174	0	3	79
911173	0	7	66
911172	0	3	68
911171	0	6	86
911170	0	4	70
911169	0	3	71
911168	1	1	84
911167	0	3	69
911166	0	2	85
911165	0	1	88
911164	0	6	79
911163	1	5	93
911162	1	7	80
911161	2	6	82
911160	0	7	99
911159	0	4	92
911158	0	4	77
911157	0	3	62
911156	0	1	63
911155	0	5	79
911154	0	5	85
911153	1	5	73
911152	0	4	65
911151	0	5	54
911150	1	4	111
911149	1	2	97
911148	3	2	70
911147	1	5	93
911146	0	3	69
911145	0	10	55
911144	0	6	77
911143	1	7	75
911142	1	6	77
911141	1	4	73
911140	3	7	66
911139	1	0	75
911138	2	2	69
911137	0	9	77
911136	3	3	82
911135	0	2	74
911134	0	4	70
911133	0	8	82
911132	0	3	65
911131	0	4	70
911130	0	5	87
911129	3	5	71
911128	1	4	70
911127	0	0	72
911126	0	6	60
911125	0	5	78
911124	0	2	65
911123	0	7	84
911122	0	0	78
911121	0	4	75
911120	0	6	90
911119	0	1	89
911118	3	5	72
911117	0	7	79
911116	1	4	87
911115	0	5	132
911114	0	3	66
911113	0	5	81
911112	0	4	85
911111	1	4	96
911110	1	10	86
911109	0	0	91
911108	0	0	83
911107	2	1	62
911106	1	5	104
911105	0	4	95
911104	1	2	88
911103	0	1	90
911102	0	3	76
911101	0	3	77
911100	2	4	81
911099	0	2	72
911098	0	6	61
911097	1	3	70
911096	0	6	78
911095	0	5	64
911094	0	3	80
911093	0	5	62
911092	1	5	59
911091	0	10	81
911090	1	2	66
911089	1	6	76
911088	3	6	81
911087	0	6	72
911086	1	5	70
911085	0	4	72
911084	1	7	139
911083	1	6	105
911082	0	4	82
911081	4	4	77
911080	0	5	81
911079	1	0	96
911078	0	4	84
911077	0	7	75
911076	1	2	82
911075	0	2	64
911074	0	3	100
911073	0	8	66
911072	0	5	75
911071	2	5	72
911070	0	2	69
911069	0	3	62
911068	0	7	82
911067	1	4	81
911066	0	5	71
911065	0	9	68
911064	1	6	73
911063	0	1	82
911062	5	5	69
911061	0	5	67
911060	2	1	66
911059	1	7	81
911058	1	3	120
911057	1	3	84
911056	0	4	81
911055	1	2	87
911054	2	5	70
911053	0	1	86
911052	1	4	92
911051	0	5	82
911050	1	1	52
911049	0	2	82
911048	1	1	75
911047	0	4	83
911046	2	10	73
911045	0	5	84
911044	2	2	85
911043	0	2	118
911042	0	5	88
911041	0	6	74
911040	4	3	69
911039	5	2	67
911038	0	4	85
911037	0	3	67
911036	1	2	72
911035	0	2	81
911034	0	2	67
911033	1	3	59
911032	0	8	73
911031	0	4	67
911030	0	3	61
911029	0	3	75
911028	1	5	59
911027	2	2	64
911026	0	6	54
911025	0	6	71
911024	0	5	78
911023	1	2	65
911022	3	4	63
911021	0	3	84
911020	0	4	77
911019	1	5	82
911018	1	0	79
911017	1	9	72
911016	0	3	89
911015	0	2	85
911014	0	3	71
911013	0	4	80
911012	0	8	90
911011	1	8	74
911010	0	4	85
911009	0	6	80
911008	0	5	90
911007	1	4	94
911006	1	6	83
911005	0	4	94
911004	2	2	78
911003	0	2	90
911002	0	4	86
911001	0	5	104
911000	1	6	75
910999	0	4	58
910998	2	4	77
910997	1	2	70
910996	0	2	64
910995	0	4	100
910994	0	4	80
910993	0	6	93
910992	1	4	96
910991	0	7	61
910990	0	5	75
910989	0	3	55
910988	4	4	87
910987	1	5	84
910986	0	3	99
910985	0	3	72
910984	0	3	90
910983	1	2	86
910982	1	4	62
910981	4	3	76
910980	1	1	96
910979	1	4	73
910978	0	6	87
910977	1	7	69
910976	3	2	71
910975	0	1	70
910974	0	7	65
910973	0	4	81
910972	0	8	69
910971	1	6	84
910970	1	6	86
910969	1	2	78
910968	2	11	59
910967	0	3	94
910966	0	5	65
910965	0	5	87
910964	0	3	73
930362	0	8	74
930361	0	3	82
930360	0	2	78
930359	0	2	66
930358	1	6	72
930357	0	5	77
930356	1	10	56
930355	0	5	67
930354	1	5	61
930353	0	4	67
930352	0	6	61
930351	1	4	63
930350	2	4	51
930349	0	7	80
930348	1	5	76
930347	0	4	69
930346	1	3	82
930345	0	5	62
930344	0	6	60
930343	0	6	74
930342	3	10	83
930341	2	2	79
930340	2	3	79
930339	0	3	74
930338	0	6	85
930337	0	2	79
930336	2	3	67
930335	0	6	81
930334	0	7	76
930333	0	9	59
930332	0	7	60
930331	2	4	68
930330	0	5	75
930329	0	2	66
930328	0	6	72
910963	0	7	76
910962	0	3	88
910961	2	2	63
910960	0	7	72
910959	3	5	68
910958	3	6	79
910957	0	4	79
910956	0	2	75
910955	1	3	63
910954	0	2	63
910953	0	7	104
910952	1	6	84
910951	0	3	76
910950	2	3	84
910949	0	1	71
910948	0	2	78
910947	1	5	97
910946	0	6	80
910945	0	6	89
910944	0	3	65
910943	0	4	91
910942	1	1	81
910941	0	5	75
910940	2	6	102
910939	2	9	76
910938	0	3	72
910937	3	5	66
910936	0	5	65
910935	0	4	67
910934	1	3	84
910933	0	7	68
910932	0	2	81
910931	1	10	77
910930	3	4	104
910929	0	8	85
910928	1	4	68
910927	1	1	80
910926	1	5	85
910925	1	3	67
910924	0	3	70
910923	0	6	106
910922	0	2	72
910921	1	3	75
910920	3	1	75
910919	1	6	82
910918	1	2	63
910917	0	5	82
910916	0	3	75
910915	0	2	66
910914	0	5	78
910913	3	4	68
910912	1	6	81
910911	3	4	74
910910	2	4	91
910909	1	7	84
910908	1	4	78
910907	1	3	71
910906	0	5	76
910905	0	5	76
910904	0	2	126
910903	1	1	74
910902	0	6	80
910901	0	6	80
910900	0	2	80
910899	0	10	85
910898	1	3	81
910897	1	5	68
910896	0	6	75
910895	0	3	87
910894	0	1	82
910893	0	6	87
910892	1	6	111
910891	4	6	86
910890	0	3	83
910889	0	4	84
910888	0	6	86
910887	0	3	86
910886	1	3	82
910885	0	7	89
910884	1	5	83
910883	0	6	79
910882	1	4	76
910881	2	4	75
910880	0	4	90
910879	1	4	84
910878	1	3	90
910877	1	5	94
910876	0	8	87
910875	1	4	64
910874	0	4	86
910873	1	4	90
910872	2	7	71
910871	2	3	80
910870	3	0	84
910869	0	4	80
910868	1	2	78
910867	3	5	93
910866	0	1	75
910865	0	4	79
910864	1	9	115
910863	2	5	92
910862	1	3	70
910861	0	2	97
910860	1	8	91
910859	1	3	73
910858	0	4	97
910857	0	5	94
910856	0	1	73
910855	2	0	82
910854	0	5	74
910853	0	7	83
910852	1	7	69
910851	1	5	102
910850	0	3	81
910849	1	5	68
910848	0	8	93
910847	0	4	82
910846	1	3	66
910845	0	8	81
910844	0	2	78
910843	0	8	65
910842	0	5	87
910841	4	7	92
910840	0	2	95
910839	0	4	94
910838	0	4	92
910837	0	2	90
910836	1	6	97
910835	3	1	89
910834	0	3	96
910833	0	4	76
910832	1	3	81
910831	1	4	83
910830	0	6	72
910829	0	5	80
910828	0	4	72
910827	3	6	132
910826	0	4	81
910825	0	6	97
910824	0	5	79
910823	2	4	89
910822	0	2	64
910821	1	5	75
910820	1	5	96
910819	2	7	83
910818	1	2	90
910817	0	3	99
910816	0	6	100
910815	0	6	79
910814	0	1	98
910813	3	3	91
910812	0	2	104
910811	1	5	85
910810	0	9	108
910809	0	7	85
910808	2	5	98
910807	0	6	92
910806	3	6	103
910805	0	7	121
910804	0	4	123
910803	2	2	150
910802	5	2	112
910801	0	4	120
910800	1	4	96
910799	0	9	79
910798	1	9	67
910797	1	4	69
910796	1	5	69
910795	0	3	70
910794	0	5	64
910793	0	5	63
910792	1	3	70
910791	0	7	88
910790	0	2	61
910789	1	4	71
910788	4	5	69
910787	1	5	58
910786	1	3	64
910785	2	1	72
910784	0	6	76
910783	0	2	66
910782	0	2	90
910781	2	3	80
910780	1	3	74
